1000 2502 
797 147 1 
797 964 1 
572 272 1 
572 976 1 
572 983 1 
876 896 1 
876 192 1 
876 636 1 
876 620 1 
979 926 1 
979 952 1 
798 563 1 
798 423 1 
239 999 1 
991 94 1 
991 215 1 
505 79 1 
276 366 1 
276 991 1 
276 777 1 
276 351 1 
918 87 1 
918 563 1 
530 23 1 
530 751 1 
530 86 1 
510 718 1 
510 919 1 
510 889 1 
365 620 1 
365 941 1 
721 301 1 
378 999 1 
311 634 1 
33 314 1 
33 309 1 
85 780 1 
766 60 1 
831 467 1 
204 761 1 
204 935 1 
370 178 1 
370 776 1 
55 832 1 
810 642 1 
314 838 1 
314 751 1 
689 350 1 
689 325 1 
665 599 1 
340 999 1 
81 801 1 
81 225 1 
60 261 1 
60 425 1 
771 392 1 
771 467 1 
771 159 1 
661 672 1 
661 488 1 
661 873 1 
661 902 1 
21 275 1 
955 612 1 
955 351 1 
2 491 1 
2 913 1 
559 751 1 
559 445 1 
856 752 1 
856 438 1 
856 246 1 
856 854 1 
777 253 1 
450 762 1 
450 183 1 
808 655 1 
808 958 1 
590 529 1 
590 101 1 
843 409 1 
843 907 1 
446 860 1 
823 663 1 
634 645 1 
634 191 1 
135 455 1 
135 591 1 
135 493 1 
859 328 1 
859 677 1 
859 253 1 
998 418 1 
998 785 1 
723 426 1 
723 970 1 
427 469 1 
427 368 1 
523 412 1 
523 273 1 
142 45 1 
620 425 1 
145 837 1 
145 251 1 
566 28 1 
566 767 1 
663 133 1 
652 832 1 
652 271 1 
309 498 1 
309 438 1 
683 437 1 
291 195 1 
291 576 1 
832 186 1 
181 245 1 
183 73 1 
183 284 1 
350 280 1 
350 830 1 
454 251 1 
549 577 1 
549 162 1 
699 246 1 
252 529 1 
87 907 1 
87 930 1 
87 770 1 
277 338 1 
277 191 1 
275 90 1 
275 964 1 
247 602 1 
877 863 1 
877 312 1 
877 770 1 
324 817 1 
324 933 1 
517 28 1 
114 215 1 
923 795 1 
923 941 1 
926 73 1 
567 642 1 
753 830 1 
753 162 1 
753 902 1 
368 227 1 
368 191 1 
977 910 1 
845 642 1 
845 201 1 
614 916 1 
614 484 1 
338 185 1 
338 751 1 
28 870 1 
28 978 1 
650 477 1 
650 144 1 
302 780 1 
139 208 1 
139 570 1 
879 330 1 
879 403 1 
193 167 1 
193 268 1 
193 245 1 
195 225 1 
195 640 1 
23 403 1 
624 271 1 
624 491 1 
73 46 1 
73 484 1 
261 520 1 
180 96 1 
180 498 1 
222 437 1 
271 250 1 
645 737 1 
9 599 1 
9 747 1 
486 627 1 
486 747 1 
558 471 1 
558 431 1 
558 225 1 
994 476 1 
994 790 1 
994 382 1 
612 116 1 
612 325 1 
999 793 1 
426 90 1 
426 197 1 
426 85 1 
426 791 1 
77 870 1 
109 358 1 
109 978 1 
143 912 1 
143 225 1 
280 414 1 
642 253 1 
18 144 1 
860 763 1 
448 220 1 
448 779 1 
327 838 1 
769 184 1 
769 159 1 
769 52 1 
544 711 1 
141 601 1 
141 414 1 
591 351 1 
397 506 1 
397 306 1 
403 975 1 
403 806 1 
412 52 1 
838 978 1 
305 128 1 
761 869 1 
342 191 1 
58 616 1 
418 187 1 
418 200 1 
418 394 1 
67 190 1 
67 443 1 
128 711 1 
128 433 1 
850 213 1 
850 515 1 
850 438 1 
677 46 1 
677 873 1 
253 753 1 
253 711 1 
79 682 1 
459 443 1 
62 438 1 
93 656 1 
93 235 1 
93 268 1 
93 101 1 
173 45 1 
372 529 1 
372 76 1 
509 211 1 
509 484 1 
509 910 1 
236 52 1 
491 983 1 
437 119 1 
437 143 1 
437 791 1 
705 892 1 
705 497 1 
377 622 1 
377 399 1 
377 770 1 
965 402 1 
965 155 1 
907 525 1 
907 570 1 
940 916 1 
940 430 1 
727 579 1 
727 159 1 
706 103 1 
873 792 1 
711 457 1 
711 423 1 
26 789 1 
26 148 1 
26 325 1 
65 414 1 
792 268 1 
958 147 1 
609 954 1 
609 86 1 
273 772 1 
273 86 1 
431 947 1 
200 669 1 
200 747 1 
776 671 1 
425 816 1 
425 737 1 
870 244 1 
870 142 1 
870 333 1 
148 301 1 
148 763 1 
225 27 1 
225 433 1 
225 104 1 
333 451 1 
333 474 1 
669 816 1 
813 12 1 
813 498 1 
133 414 1 
194 531 1 
760 713 1 
760 155 1 
358 816 1 
785 215 1 
952 554 1 
952 306 1 
71 970 1 
775 27 1 
775 326 1 
775 883 1 
783 162 1 
783 935 1 
978 529 1 
570 364 1 
570 215 1 
493 379 1 
467 420 1 
520 816 1 
939 250 1 
69 945 1 
970 754 1 
970 793 1 
970 935 1 
599 73 1 
599 186 1 
414 159 1 
563 481 1 
563 74 1 
154 322 1 
154 497 1 
747 250 1 
793 246 1 
983 45 1 
430 767 1 
947 701 1 
947 45 1 
883 945 1 
45 101 1 
679 215 1 
817 305 1 
817 778 1 
933 304 1 
531 246 1 
945 778 1 
420 168 1 
443 498 1 
379 869 1 
498 351 1 
335 215 1 
74 215 1 
74 902 1 
74 52 1 
806 445 1 
816 361 1 
816 746 1 
684 186 1 
684 52 1 
438 591 1 
438 457 1 
529 433 1 
795 910 1 
913 22 1 
913 101 1 
284 649 1 
284 779 1 
497 121 1 
497 515 1 
497 394 1 
282 95 1 
159 713 1 
159 135 1 
159 763 1 
186 666 1 
186 779 1 
457 155 1 
484 404 1 
484 576 1 
682 251 1 
474 800 1 
474 265 1 
474 394 1 
767 722 1 
767 394 1 
837 394 1 
830 86 1 
993 399 1 
993 490 1 
993 270 1 
993 781 1 
658 616 1 
217 66 1 
781 301 1 
423 729 1 
423 166 1 
889 616 1 
941 737 1 
737 52 1 
66 168 1 
66 101 1 
269 304 1 
341 382 1 
778 382 1 
76 212 1 
76 144 1 
246 741 1 
246 902 1 
351 935 1 
602 168 1 
602 57 1 
791 54 1 
791 751 1 
301 426 1 
301 433 1 
248 935 1 
168 144 1 
779 13 1 
869 854 1 
98 394 1 
846 594 1 
854 229 1 
166 155 1 
325 921 1 
325 586 1 
268 780 1 
331 902 1 
433 586 1 
162 136 1 
162 229 1 
751 103 1 
910 780 1 
674 61 1 
674 95 1 
394 13 1 
586 554 1 
594 101 1 
104 463 1 
104 201 1 
833 83 1 
833 530 1 
833 935 1 
144 659 1 
144 128 1 
144 930 1 
215 504 1 
215 445 1 
902 155 1 
576 671 1 
191 935 1 
103 306 1 
930 510 1 
930 55 1 
930 250 1 
101 763 1 
578 261 1 
578 250 1 
382 872 1 
382 56 1 
382 55 1 
382 52 1 
780 57 1 
147 155 1 
445 539 1 
445 13 1 
57 554 1 
13 128 1 
13 616 1 
554 52 1 
964 646 1 
964 95 1 
758 68 1 
758 52 1 
671 250 1 
304 163 1 
304 894 1 
304 201 1 
616 770 1 
155 695 1 
155 201 1 
95 245 1 
770 935 1 
52 245 1 
799 251 1 
746 521 1 
746 201 1 
250 846 1 
250 201 1 
251 229 1 
306 245 1 
935 640 1 
201 735 1 
201 245 1 
245 763 1 
86 229 1 
229 763 1 
763 322 1 
763 640 1 
640 262 1 
