1000 2537 
95 694 4956 
60 134 2286 
60 896 -86 
60 805 1123 
60 368 339 
60 219 5631 
60 455 3052 
454 840 616 
454 389 7397 
615 779 138 
615 919 9110 
796 238 7380 
886 679 464 
886 586 4001 
886 208 3879 
509 124 4802 
509 49 1506 
509 291 4654 
205 800 2754 
717 728 9763 
238 356 3477 
238 289 9000 
859 888 7411 
859 845 8376 
463 786 1698 
463 539 9542 
202 861 9895 
202 212 5492 
202 936 3030 
277 632 6474 
277 423 842 
277 214 5097 
700 863 2283 
710 537 5376 
710 40 2382 
134 373 8468 
17 354 4140 
17 562 5032 
17 73 1368 
947 347 1657 
947 654 4924 
947 628 2623 
946 700 1641 
946 980 9042 
99 930 4890 
698 638 2227 
226 309 5062 
226 92 3119 
185 482 2626 
185 468 6971 
185 818 2754 
185 539 1285 
155 763 6372 
155 475 8216 
155 856 345 
155 5 6774 
155 433 4826 
379 982 5444 
379 657 2481 
59 93 9632 
59 571 8846 
937 922 594 
937 426 1137 
372 841 3483 
372 413 1371 
53 12 7429 
53 516 3045 
204 464 5686 
204 496 6209 
204 516 6399 
204 487 4065 
204 727 7055 
495 480 4063 
495 805 1408 
495 816 603 
391 218 1019 
189 366 1931 
189 677 7567 
207 361 3151 
969 889 2289 
993 963 6950 
387 554 1584 
488 265 4288 
488 432 8565 
514 309 2135 
769 948 -68 
769 133 6273 
677 766 2639 
677 44 4426 
750 397 8173 
750 426 416 
316 383 3297 
316 754 2701 
799 363 3191 
236 454 6311 
236 131 7803 
236 146 4091 
397 878 2184 
397 546 2904 
763 867 6544 
763 361 3174 
131 382 3365 
131 47 1822 
131 804 5594 
807 418 2191 
807 659 1526 
668 848 7867 
668 497 6542 
994 731 3583 
994 309 152 
517 409 9528 
232 400 2396 
66 843 2627 
66 963 1734 
66 496 7977 
915 786 8806 
909 808 6600 
963 631 5322 
10 20 486 
10 460 7387 
62 636 4460 
62 985 1933 
496 635 6270 
496 20 3608 
572 804 7156 
149 413 5769 
149 642 2668 
49 623 9983 
935 231 6158 
935 807 6362 
935 742 7567 
935 242 5770 
935 650 8733 
935 551 3870 
782 908 5821 
782 701 3672 
782 262 6722 
75 760 3563 
75 903 6854 
75 529 8553 
75 707 5772 
789 356 8358 
789 870 8889 
250 506 8247 
255 30 5634 
851 790 9661 
853 657 129 
394 997 3132 
931 475 8140 
301 983 329 
301 916 8174 
301 734 4042 
301 541 6136 
301 430 9617 
675 913 9117 
675 336 1374 
675 786 1909 
675 178 -24 
329 524 8858 
329 688 151 
58 861 7495 
889 546 1320 
919 503 8601 
356 701 8905 
356 877 7442 
661 150 405 
661 527 1962 
661 861 6294 
661 846 9715 
679 150 365 
679 620 4073 
679 800 3491 
679 920 9716 
13 635 5568 
933 609 3159 
632 503 4988 
632 263 7194 
632 609 3055 
691 643 335 
896 313 2737 
896 397 3910 
896 327 6136 
325 577 7354 
325 721 6549 
897 504 9349 
504 793 3476 
504 263 2435 
234 882 7773 
234 289 1212 
800 22 5549 
643 632 2086 
643 76 7777 
770 180 4870 
770 122 9414 
770 127 2816 
770 361 9256 
475 816 2946 
475 473 4139 
475 100 2485 
237 963 5983 
237 588 5706 
228 877 2158 
503 361 298 
900 770 2408 
900 249 2294 
794 304 2813 
794 324 1369 
794 43 7225 
794 911 5495 
382 201 -70 
382 470 2982 
882 311 4256 
882 917 9579 
882 855 2703 
882 279 5845 
334 235 9522 
260 873 1480 
613 976 3794 
613 949 6216 
109 360 1728 
992 964 136 
992 636 2892 
817 928 2045 
497 349 823 
440 842 4231 
440 90 9436 
373 460 2946 
419 562 2367 
976 531 9641 
976 377 1048 
976 809 9311 
793 754 7109 
813 790 5735 
485 500 4163 
485 82 3371 
571 384 3300 
888 978 2757 
888 678 8126 
857 751 7837 
983 108 3296 
47 426 156 
640 143 8163 
640 388 1938 
409 948 733 
409 845 1363 
400 600 6028 
738 536 9128 
738 661 4104 
738 311 7355 
805 584 9601 
805 219 1804 
289 986 3020 
792 701 8824 
792 734 4726 
742 967 8522 
742 619 855 
168 809 2952 
978 877 2142 
978 534 9849 
500 203 6618 
500 479 3715 
500 999 6307 
841 233 4271 
841 358 3033 
71 192 180 
71 500 5706 
71 521 8154 
306 423 3977 
631 526 9866 
631 92 1693 
264 282 6250 
964 600 3364 
701 470 20 
701 905 3939 
365 134 9748 
365 199 8030 
638 839 2556 
638 985 495 
596 159 3271 
596 337 2993 
895 980 6925 
951 737 8745 
986 796 4991 
986 537 3250 
986 389 1664 
743 473 11 
426 38 381 
702 383 4879 
16 493 5248 
949 634 5556 
600 158 3415 
600 447 7416 
836 48 4022 
393 493 777 
393 790 9760 
393 876 7008 
636 586 8116 
887 437 1642 
887 839 6992 
242 456 6484 
242 42 2724 
242 929 3401 
877 685 8629 
877 997 4953 
686 473 7186 
108 838 709 
108 506 8159 
108 542 6378 
928 803 5322 
928 502 7766 
928 133 1289 
928 104 3607 
423 15 4303 
423 413 670 
786 312 3871 
786 941 4343 
786 314 4036 
870 72 7349 
870 491 397 
870 513 4802 
870 724 5460 
776 930 2814 
967 577 5098 
967 82 4337 
719 894 4132 
764 777 2432 
764 586 8852 
436 708 2973 
436 971 4618 
513 563 3712 
368 158 8165 
971 38 7514 
971 990 1915 
569 220 4244 
569 239 2808 
569 78 8804 
448 725 291 
448 467 3999 
448 847 9703 
201 585 2037 
533 493 409 
533 705 561 
44 575 7162 
44 697 9717 
44 539 2950 
214 563 40 
214 657 9473 
262 696 4749 
22 162 4859 
646 523 3770 
646 363 8325 
115 823 7979 
115 387 1882 
115 358 6974 
861 351 5331 
861 208 3025 
363 411 8207 
363 820 2724 
999 893 4656 
999 169 348 
999 427 5943 
574 521 -50 
626 419 6618 
626 939 5010 
996 79 2628 
996 775 7819 
996 76 4179 
156 915 -59 
156 314 1043 
347 487 7837 
347 433 8629 
327 253 3752 
327 431 6036 
164 510 6804 
164 407 6753 
126 544 9625 
427 382 5796 
427 187 6590 
427 249 1609 
427 175 3466 
158 399 2671 
311 473 6758 
311 628 2128 
311 735 4305 
45 92 3615 
493 299 140 
534 41 9163 
534 450 3184 
534 854 866 
917 962 313 
917 361 4670 
676 288 8871 
216 497 7390 
216 718 4530 
939 773 2908 
288 90 4011 
211 541 8485 
775 811 3960 
855 139 8285 
855 664 552 
855 585 5593 
554 430 7393 
872 77 8680 
872 209 231 
872 990 1651 
418 76 7859 
187 888 2947 
187 199 9134 
162 956 9406 
162 647 6182 
162 634 2894 
659 249 6806 
731 694 3891 
693 251 4225 
693 522 2826 
432 169 9332 
432 839 213 
432 778 8042 
432 227 9989 
546 679 6100 
546 688 2096 
263 612 811 
699 478 9264 
699 341 8230 
916 20 8368 
697 642 3508 
360 144 228 
360 76 9347 
618 178 3327 
116 752 1940 
654 828 7314 
212 389 443 
970 333 5202 
529 751 3914 
529 774 6926 
635 537 6498 
725 828 5753 
38 714 3122 
12 833 6635 
12 127 9753 
199 778 5254 
751 324 2381 
751 90 5906 
868 76 8514 
868 244 3496 
868 930 5231 
868 687 7452 
54 592 5731 
54 78 2911 
383 657 5435 
721 711 4787 
867 619 6371 
973 856 1117 
973 832 1667 
973 447 8875 
663 674 7419 
663 403 1610 
663 620 1182 
663 691 7210 
663 656 9474 
663 875 330 
839 563 5353 
505 957 7352 
505 609 8262 
734 291 5386 
856 299 9780 
279 862 2376 
279 691 4685 
279 762 5106 
685 642 1163 
422 801 -62 
586 541 4556 
586 39 4759 
298 453 1867 
298 696 4320 
384 183 8481 
384 990 272 
384 539 5782 
959 762 6901 
959 100 3099 
90 657 7643 
672 135 4740 
672 810 8406 
672 423 2980 
672 367 6474 
672 389 6303 
499 805 2508 
499 148 8582 
785 180 5740 
785 133 8892 
367 881 1114 
367 812 3847 
778 516 6567 
559 116 6386 
559 650 1281 
559 112 3214 
845 314 3730 
863 801 2917 
707 728 4014 
705 930 865 
178 599 5140 
178 868 7229 
178 728 7720 
759 960 5136 
759 696 5729 
759 407 2077 
354 754 1408 
997 53 1491 
997 735 7290 
235 773 948 
239 688 527 
239 389 9360 
650 516 9044 
143 391 5393 
143 506 6653 
612 563 6286 
737 884 7991 
309 474 3797 
309 361 9228 
975 689 5936 
291 85 7463 
291 395 8397 
291 512 1555 
526 930 3271 
209 467 2208 
884 407 2736 
112 609 5604 
832 358 6334 
7 609 2279 
694 952 8261 
694 724 4662 
634 473 4274 
911 549 2207 
563 171 1644 
563 724 6716 
516 762 -89 
516 728 8574 
405 487 7732 
688 725 1813 
688 656 3786 
688 431 1528 
146 297 7335 
146 680 8650 
146 450 4630 
680 589 8465 
680 772 7312 
76 856 6474 
76 542 91 
522 5 3704 
656 954 7682 
656 337 8678 
816 416 2480 
816 229 4839 
816 892 4091 
113 752 9668 
828 698 9341 
828 14 1410 
809 796 2139 
809 337 3145 
521 687 3966 
811 847 4862 
846 945 9730 
219 364 4070 
219 430 6047 
980 337 3830 
980 175 275 
358 485 8955 
358 682 1137 
551 780 1057 
551 127 5829 
473 973 2935 
473 487 5023 
657 255 8771 
657 585 3834 
541 971 9931 
541 120 51 
990 248 3409 
990 929 6224 
431 912 120 
431 676 1981 
431 407 7332 
399 562 4992 
399 537 3273 
689 249 2886 
752 409 6036 
752 470 2026 
78 728 9463 
929 92 2794 
39 249 6698 
711 93 4677 
711 73 5339 
711 542 7174 
274 416 7443 
274 892 2645 
487 696 3035 
487 127 6378 
985 433 6331 
682 482 6125 
682 549 1485 
714 282 5097 
502 418 3891 
502 407 7610 
314 250 9535 
314 450 1349 
92 808 8198 
92 299 8651 
696 90 9045 
696 190 8447 
727 286 2294 
881 300 7916 
881 208 -85 
804 936 4749 
808 905 9533 
467 914 4566 
467 335 3844 
82 448 3465 
82 724 1018 
413 483 6258 
413 227 1412 
450 687 6330 
282 549 1682 
282 678 8050 
619 509 3636 
619 389 7489 
957 979 1104 
957 512 1668 
470 120 8055 
562 631 9494 
562 148 4035 
585 908 7581 
585 609 -42 
642 88 7818 
335 566 7008 
875 801 4541 
875 120 3671 
544 715 3209 
544 838 3982 
133 790 1696 
790 930 6914 
762 873 188 
838 266 2926 
820 625 790 
820 208 1123 
628 894 2948 
98 349 6543 
623 433 2425 
388 754 1904 
388 100 6604 
249 104 2807 
735 588 1863 
873 566 5554 
745 14 6498 
745 812 3379 
244 174 9750 
244 341 1578 
894 267 5025 
894 801 1812 
772 430 1551 
748 308 9617 
299 308 592 
920 224 292 
920 341 5375 
506 88 3257 
266 226 4888 
266 724 4956 
266 687 7117 
104 739 4352 
847 910 539 
854 58 4539 
854 731 4299 
854 100 -22 
930 828 3353 
930 5 9360 
549 739 4501 
549 341 9222 
724 588 4195 
801 94 9970 
801 239 8253 
801 341 9273 
333 91 7710 
333 185 5375 
333 120 7356 
333 754 3757 
773 40 6003 
148 208 171 
728 175 3344 
337 80 8297 
337 438 2335 
337 100 3757 
539 308 2722 
240 505 7202 
240 361 5166 
14 826 8045 
14 542 8252 
120 48 4645 
20 542 7802 
88 504 334 
88 687 7633 
687 5 4559 
5 588 9792 
218 40 9935 
190 208 2530 
127 349 6084 
350 936 5217 
739 308 9876 
48 778 7991 
48 30 2936 
227 892 6872 
537 678 6097 
349 577 7895 
349 718 1258 
349 542 5551 
341 620 2043 
341 95 4426 
341 876 4788 
905 512 6568 
876 755 58 
812 540 6269 
812 40 8547 
566 678 9243 
175 458 9295 
175 140 9056 
361 406 5343 
361 782 1083 
361 588 9791 
73 882 2676 
73 678 3477 
140 945 3155 
308 389 2504 
678 100 6654 
512 718 1919 
433 430 8521 
718 774 6678 
754 505 5868 
754 302 7823 
40 286 7525 
40 208 9833 
286 66 7972 
286 460 3771 
407 774 5066 
774 332 2109 
774 30 299 
100 208 5009 
447 936 6152 
455 302 1748 
609 30 8753 
945 30 6696 
460 93 2421 
460 755 1435 
936 588 4968 
389 910 1734 
302 542 6345 
430 244 6507 
430 208 7812 
910 295 6914 
910 901 9063 
910 542 4326 
542 588 2080 
588 955 6406 
588 892 5743 
892 208 8371 
30 208 5778 
208 853 5179 
208 755 7006 
755 336 2448 
755 879 8302 
